"State	",District,Sub-District (Tehsil),nitrogen,phosphorus,potassium,temperature,humidity,soil_ph,rainfall,soc,cec,sand,silt,clay,soil_moisture,water_holding
,,,75,36,44,23.28081,74.27607475,6.613341343,153.7447398,13.15,13.65,20.3,73.5,6.2,,31.35
,,,89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,10,18.7,6.666666667,61.66666667,30.66666667,,
,,,91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,,,47.5,36.5,14.5,,
,,,77,48,36,25.86705009,84.09985284,7.36008498,154.8390847,,,13.85,76.35,9.8,,
,,,66,58,35,23.5643831,79.46283115,7.321619041,185.25947,,,24.55,45.5,29.75,,
,,,62,59,41,24.2248758,74.89465426,7.175170657,192.4931257,11.65,8.95,80.6,16.9,2.5,,13.4
,,,82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,33.8,27,49.4,46.9,3.7,,31.2
,,,61,41,35,24.97178693,79.47557931,6.842966479,195.7571622,12.8,19.1,47.5,46.5,6,,30.6
,,,99,57,38,24.80624984,82.09281674,6.356295568,156.3616174,,16.93333333,25.66666667,49.66666667,23.33333333,,
,,,70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,5.8,8.95,5,79.5,14,,
,,,90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,4.5,24.3,8.25,63,27.5,,
,,,73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,30.85,6.55,22.7,56.35,20.95,,
,,,67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,20.7,24.76666667,33.86,33.6,32.54,,27.42
,,,84,37,42,25.49674786,81.13449097,6.691074249,169.9288234,,,21.53333333,42,36.46666667,,
,,,72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,8.5,43.6,23,21.2,55.8,,35.85
,,,71,56,37,23.18866654,86.20899734,6.491506245,176.103677,,,9.8,40.95,49.25,,
,,,64,53,38,26.24347471,78.51063754,6.855362875,183.4065252,1.566666667,15.76666667,68.63333333,11.86666667,19.5,,11.9
,,,65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,2.5,9.82,78.06,10.22,11.72,,10.5
,,,60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,0.866666667,7.633333333,87.53333333,2.866666667,9.6,,6.45
,,,86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,8,4.15,30.2,56.55,13.25,,16.75
,,,90,50,44,26.91643698,73.48655995,6.253408852,171.4716375,8.866666667,27.26666667,44.26666667,20.53333333,35.2,,23.35
,,,91,38,36,26.5232969,77.17331847,7.287318723,157.8548562,11,16.23333333,44.7,33.43333333,21.86666667,,18.6
,,,87,48,38,23.81579631,80.94023552,7.161865733,190.312216,79.42,38.74,71.46,26.34,2.2,,49.9
,,,72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,32.6,17.25,71.55,25.875,2.575,,42.7
,,,71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,19.3,34.5,8.4,48.03333333,43.56666667,,26.23333333
,,,82,46,41,23.3250131,79.79609448,6.581693772,187.3096148,8.9,47.3,13.5,7,79.5,,
,,,71,52,43,26.47549543,73.96164569,6.732826127,180.2513601,4.7,33.9,23.1,35.1,41.8,,
,,,80,43,43,23.78756036,74.36794079,6.014572075,172.6442654,,,87.9,8,4.1,,
,,,77,55,43,25.49941707,75.99987588,6.663559451,193.7141828,,,72.4,16.6,11,,
,,,95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,,18.1,,,,,
,,,63,47,35,26.98582182,89.05587886,7.432768147,193.8778713,,34.3,,,,,
,,,93,43,38,23.61475336,86.14290267,6.987332927,150.2355238,,,21.75,32.05,46.2,,
,,,87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,8.333333333,8.7,4.366666667,79,16.63333333,,
,,,88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,,,6.833333333,63.83333333,29.33333333,,26.8
,,,90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,2.3,3.2,81.1,12.03333333,6.866666667,,
,,,90,39,43,24.44743944,82.286484,6.7693455,190.9684885,22.2,7.9,93.96666667,2.066666667,3.966666667,,
,,,84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,4,4.25,82.05,13.05,4.9,,4.3
,,,91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,50.425,42.35,23.025,47.825,29.15,,42.025
,,,107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,41.15,,11.6,53.3,35.1,,
,,,83,38,35,25.70822684,52.88667115,7.18915558,136.7325092,29,21.06666667,37.1,40.73333333,22.16666667,,24.8
,,,108,24,31,24.12832546,56.18107663,6.431899748,147.2757818,5.85,16.7,39.05,33.55,27.4,,15.7
,,,116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,10.63333333,23.5,5.066666667,61.33333333,33.6,,
,,,116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,9.625,22.3,,,,,
,,,109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,7.433333333,5.466666667,74.16666667,19.86666667,5.966666667,,9.85
,,,89,25,34,23.07895447,63.65861483,7.184801627,129.8765443,4.88,20.48,46.44,28.84,24.72,,27.625
,,,118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,42.26666667,13.73333333,52.3,43.76666667,3.933333333,,15.2
,,,111,32,34,25.46743689,69.35161206,6.392048018,171.3764462,8.166666667,5.4,91.03333333,6.966666667,2,,
,,,84,36,28,26.7350622,55.55164819,6.119892347,140.6305213,7.58,18.7,58.94,20.08,20.98,,22.2
,,,85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,2.1,19.02,69.56,14.12,16.32,,14.6
,,,99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,13.5,15.4,70.15,25.8,4.05,,17.7
,,,81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,15.7,11.73333333,36.36666667,53.66666667,9.966666667,,22.63333333
,,,95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,14.85,39.55,22.2,44.6,33.2,,34.05
,,,81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,12.6,25.15,24.25,58.5,17.25,,31.1
,,,80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,,,98.4,0,1.6,,
,,,104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,14.95,24.2,1.5,66.5,30.5,,
,,,109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,4.133333333,24.55,3.666666667,69.66666667,25.33333333,,
,,,100,32,26,25.234661,57.53161469,6.043485685,124.2261737,68.73333333,24.4,43.8,48.73333333,7.466666667,,19.8
,,,100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,145.44,19.425,53.425,44.55,2.025,,
,,,83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,9.35,9.85,52.15,34.35,13.5,,12.7
,,,120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,32.1,,2.333333333,69.86666667,27.8,,
,,,104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,,,88.43333333,7.766666667,3.8,,6
,,,108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,27.46666667,30.56666667,14.6,56.53333333,28.86666667,,27.96666667
,,,91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,9.5,,24.75,39.4,35.85,,
,,,86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,3.475,11.775,45.525,34.75,19.725,,13.775
,,,98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,18.46666667,,6.866666667,69.43333333,23.7,,23.9
,,,111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,5.9,6.5,68.75,16.7,14.55,,
,,,84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,7.6,6.1,48.63333333,36.66666667,14.7,,13.06666667
,,,98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,5.066666667,6.3,48.1,39.6,12.3,,12.06666667
,,,118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,4.05,6.7,66.63333333,27.76666667,5.6,,9.8
,,,103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,42.5,25.85,64.4,29.4,6.2,,52.7
,,,82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,5.5,19.66666667,47.13333333,11.23333333,41.63333333,,
,,,86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,3.733333333,63.33333333,4.333333333,37.03333333,58.63333333,,
,,,88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,16.3,9.8,55.15,27.05,17.8,,
,,,84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,20.4,19.36,12.02,54.22,33.76,,38.95
,,,120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,13.3,8.3,35.13333333,58.8,6.066666667,,9.55
,,,106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,11.925,9.1,37.325,56.225,6.45,,19.45
,,,113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,93.06666667,39.1,43.23333333,47.28333333,9.483333333,,58.25
,,,117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,23.575,32.575,31.425,40.4,28.175,,34.95
,,,80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,25.45,9.4,75.55,19.2,5.25,,6.1
,,,88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,10.7,42.4,31.3,26.4,42.3,,30.75
,,,113,33,34,26.00373964,62.1445102,6.559817161,153.477776,7.5,18.73333333,14.63333333,63,22.36666667,,15.26666667
,,,87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,10.7,21.06666667,18.36666667,55.76666667,25.86666667,,20.2
,,,113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,67.4,33.1,58.63333333,34.46666667,6.9,,30.85
,,,98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,12.2,8.733333333,71.53333333,23.3,5.166666667,,17.53333333
,,,97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,,,33.45,46.65,19.9,,
,,,85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,,18.3,30.66666667,44,24,,
,,,82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,14.63333333,25.13333333,7.366666667,60.5,32.13333333,,26.25
,,,103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,,,27.73333333,51.03333333,21.23333333,,
,,,112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,7.066666667,11.56666667,15.96666667,63.66666667,20.36666667,,23.5
,,,99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,,,19.3,36.05,44.65,,
,,,120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,2.2,6.85,73.46666667,19.06666667,7.466666667,,8.4
,,,114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,10.05,25.5,34.05,29.3,36.65,,26.1
,,,100,40,35,27.56441788,54.41094079,6.955787351,177.816092,10.75,,45.7,25.15,29.15,,
,,,108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,8.766666667,22.9,27.36666667,38.8,33.83333333,,26.9
,,,115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,4.266666667,5.7,61.93333333,20.1,17.96666667,,10.6
,,,87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,12.25,24.25,38.6,31.2,30.2,,24
,,,82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,,,26.25,52.45,21.3,,
,,,94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,3.15,,1.35,90.9,7.75,,23.15
,,,87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,4.9,,32.55,50.5,16.95,,20.85
,,,118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,4.45,,25.1,52.05,22.85,,18.1
,,,87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,55.975,19.9,43.825,44.9,11.275,,20.2
,,,92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,9.066666667,6.2,8.2,78.53333333,13.26666667,,18.2
,,,97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,12.1,17.45,8.2,57.2,34.6,,21.1
,,,99,40,32,24.18471151,69.94807345,7.045543056,163.2708732,33.7,17.35,14.85,64.2,20.95,,23.7
,,,89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,10.36666667,28.2,25.9,48.43333333,25.66666667,,26.33333333
,,,112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,10.76666667,25.4,43.03333333,25.2,31.76666667,,19.6
,,,111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,9.45,4.5,59.45,23.55,17,,13.45
,,,114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,33.4,16.9,56,37.8,6.2,,30.2
,,,117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,1.6,4.2,95.06666667,0.533333333,4.4,,
,,,111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,32.9,19.8,27.075,50.65,22.275,,27.9
,,,119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,11.66666667,32.23333333,29.2,45.96666667,24.83333333,,27.43333333
,,,116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,,12,23,53.33333333,22,,
,,,95,37,35,27.31317116,68.4233391,6.348337519,192.4288139,17.675,,31.9,39.8,28.3,,
,,,86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,,,,,,,
,,,117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,4.6,14.45,37.95,41.35,20.7,,16.8
,,,105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,7.8,,4.1,70.9,25,,23.9
,,,109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,20.7,,6.6,81.2,12.2,,23.8
,,,80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,,,49.3,40.4,10.3,,
,,,101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,3.8,,46.66666667,25.16666667,28.16666667,,
,,,103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,16.93333333,22.7,11.86666667,59.36666667,28.76666667,,25.6
,,,93,26,27,24.59245684,56.46829641,7.288211994,137.7044047,3.6,3.1,94.66666667,3.733333333,1.6,,
,,,104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,10.93333333,6.9,91.73333333,4.533333333,3.733333333,,
,,,116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,16.85,17.35,16,59.6,24.4,,20.55
,,,107,38,29,26.65069302,57.56695719,6.35118177,145.105065,12.76666667,12.03333333,41.43333333,38.5,20.06666667,,18.53333333
,,,101,33,33,26.97251562,62.0183627,6.908671379,142.8610793,16.2,16.2,30.15,43.2,26.65,,20.55
,,,107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,,13.85,69.25,23.35,7.4,,
,,,99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,7.5,16.9,34.76666667,53.2,12.03333333,,20.06666667
,,,103,40,30,27.30901814,55.196224,6.348316257,141.4831644,12,8.15,44.45,31.75,23.8,,
,,,118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,11.6,23,6.15,62.8,31.05,,25.2
,,,106,21,35,25.627355,57.04151119,7.428523634,188.5506536,8.35,17.55,25.7,52.35,21.95,,24.05
,,,116,38,34,23.29250318,50.04557009,6.020947179,183.468585,12.65,19.3,13.9,63,23.1,,22.65
,,,97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,1.6,13.075,56.725,30.825,12.45,,17.4
,,,107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,,22.6,,,,,
,,,99,15,27,27.41711238,56.63636248,6.086922359,127.92461,,13.76666667,,,,,
,,,118,33,30,24.13179691,67.22512329,6.362607851,173.3228386,8.6,12.76666667,42.3,30.23333333,27.46666667,,16.76666667
,,,117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,28.6,14.35,28.45,65.5,6.05,,46.25
,,,104,18,30,23.60301571,60.39647474,6.779832611,140.9370415,24,16.95,23.65,58,18.35,,39.2
,,,3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,21.55,11.7,29.85,67.1,3.05,,31.1
,,,22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,30.1,21.1,19.23333333,55.1,25.66666667,,31.56666667
,,,36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,6.65,28.25,65.45,26,8.55,,12.85
,,,4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,13.75,11.5,24.4,51.7,23.9,,18.65
,,,29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,13.7,20,28.1,53.525,18.375,,22.13333333
,,,32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,23.13333333,21.86666667,43.33333333,32.33333333,24.33333333,,15.1
,,,14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,10.06666667,27.16666667,21.06666667,60.96666667,17.96666667,,25.3
,,,5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,3.866666667,27.4,13.8,55.73333333,30.46666667,,25.93333333
,,,25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,25.2,,15.5,70,14.5,,30.7
,,,11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,,11.65,,,,,
,,,40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,63.875,22.625,50.85,47.075,2.075,,8.966666667
,,,38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,3.866666667,51.53333333,14.73333333,32.83333333,52.43333333,,
,,,27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,17.025,41.375,6.125,54.275,39.6,,
,,,24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,55.1,20.65,69.7,26.5,3.8,,23.6
,,,23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,23.6,20.43333333,54.13333333,31.33333333,14.53333333,,34.76666667
,,,29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,23.8,22.76666667,36.26666667,41.3,22.43333333,,21.9
,,,31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,7.44375,12.06666667,62.5125,26.9,10.5875,,14.13333333
,,,0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,55.2,14.1,23.15,46.05,30.8,,
,,,7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,13.3,18.53333333,40.4,27.1,32.5,,
,,,17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,15.9,21.8,17.53333333,42.26666667,40.2,,29.9
,,,11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,5.2,6.366666667,46.83333333,35.36666667,17.8,,
,,,22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,18.86666667,,73.4,22.7,3.9,,
,,,9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,17.2,,17.3,56.23333333,26.46666667,,25.3
,,,28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,,,2.5,71,24.5,,
,,,26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,9,,44,45.33333333,9,,
,,,36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,,,96,2,0.5,,
,,,8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,7,,46,41.5,11,,
,,,24,37,21,30.573999,58.22686794,5.818219385,62.74803826,65.25,37.55,,,,,
,,,22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,,,24.6,68.8,6.6,,
,,,36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,12.23333333,,13.03333333,61.23333333,25.73333333,,
,,,22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,20.4,,8.5,67,24.5,,22.7
,,,17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,,,,,,,
,,,8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,,,,,,,
,,,7,56,23,26.33908791,40.00933429,5.545219232,55.50429227,,,,,,,
,,,36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,14.2,6.7,59.1,34.9,6,,13.8
,,,11,45,19,28.70012137,44.359648,3.828031463,44.11622138,17.95,32.075,43.45,22.8,33.75,,60.1
,,,6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,9.75,35.7,,,,,
,,,17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,8.75,30.1,,,,,
,,,4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,6.8,11.4,16.4,58.9,24.7,,
,,,9,49,16,30.88482722,41.36561835,7.661537348,55.053805,,18.53333333,,,,,
,,,25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,9.3,,7.3,74,18.7,,20.3
,,,36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,7.8,7.4,34.2,30.8,35,,15.3
,,,21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,23.025,,21.125,68.35,10.525,,
,,,37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,15.7,4.1,79.5,8.1,12.4,,
,,,32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,17.63333333,,24.2,64.1,11.7,,
,,,29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,6.7,28.2,28,34.1,37.9,,
,,,25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,11.95,12.7,13.75,44.1,42.15,,26.4
,,,10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,13.83333333,26.46666667,13.13333333,63.16666667,23.7,,
,,,23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,26.5,,45.1,22.8,32.1,,
,,,9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,11.15,7.85,33.3,42.65,24.05,,
,,,3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,8.9,,11.25,55.95,32.8,,
,,,22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,3.725,4.175,90.625,4.3,5.075,,8.5
,,,12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,84,65.1,30.15,59.55,10.3,,
,,,39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,58.85,53.53333333,59.5,36.3,4.2,,
,,,32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,12.03333333,14.96666667,44.53333333,36.9,18.56666667,,
,,,30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,85.22,34.1,47.28,46.28,6.44,,23.5
,,,19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,13.06,19.64,33.94,43.16,22.9,,21.93333333
,,,4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,8.45,5.8,67.9,22.05,10.05,,11.25
,,,21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,16.35,17.7,44.75,39.55,15.7,,
,,,35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,17.65,21.55,19.8,54.3,25.9,,24.95
,,,22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,8.775,18.35,44.275,31.4,24.325,,20.075
,,,35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,2.5,2.125,93.55,4.525,1.925,,
,,,17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,9.133333333,16.53333333,24.83333333,65.3,9.866666667,,17.8
,,,28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,,,26.7,58.53333333,14.76666667,,
,,,22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,,,36.83333333,47.6,15.56666667,,
,,,11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,,,1.333333333,89.33333333,8.333333333,,
,,,38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,2.666666667,23.4,11.33333333,59.66666667,28,,
,,,23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,,,39,41,19,,
,,,25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,31.45,30.5,14.2,60.55,25.25,,29.8
,,,40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,,,,,,,
,,,23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,73.56666667,25.66666667,25.26666667,67.33333333,7.4,,28
,,,2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,19.5,,4.3,63,32.7,,22.7
,,,3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,12.95,8.5,32.9,54.5,12.6,,22.25
,,,26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,23.65,34.7,7.55,28.1,64.35,,
,,,39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,11.6,21.15,24.75,45.4,29.85,,
,,,27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,26.2,17.46666667,33.36666667,51.56666667,15.06666667,,
,,,24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,22.26666667,9.933333333,55.8,35.16666667,9.033333333,,
,,,7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,11.66666667,,44.93333333,42.53333333,12.53333333,,
,,,15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,17.7,,10.7,63.4,25.9,,23.1
,,,26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,25.7,,44.2,37.3,18.5,,19
,,,20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,2.5,,89.4,4.3,6.3,,
,,,34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,5.05,4.95,72.45,15.5,12.05,,8.3
,,,19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,13.25,10.25,61.75,26.55,11.7,,14.7
,,,29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,16,,2.95,69.15,27.9,,
,,,20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,18.43333333,,3.033333333,74.5,22.46666667,,
,,,11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,3,,88.05,7.4,4.55,,
,,,15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,17.5,,3.9,78.8,17.3,,22.2
,,,35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,8.6,,36.83333333,37.66666667,25.5,,
,,,9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,10.6,,4.55,66.55,28.9,,
,,,40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,32.86666667,23.3,13.2,37.53333333,49.26666667,,
,,,35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,15.4,25.4,31,31.46666667,37.53333333,,27.16666667
,,,14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,29.5,,9.9,75.6,14.5,,34.4
,,,40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,2.866666667,9.8,65.16666667,29.33333333,5.5,,15.3
,,,18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,3.8,8.433333333,61.76666667,32.56666667,5.666666667,,
,,,35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,5.18,13.02,25.7,50.72,23.58,,16.66666667
,,,4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,12.65,17.575,17.55,47.875,34.575,,23.1
,,,22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,7.25,3.4,53.75,41.75,4.5,,14.9
,,,33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,10.8,6.633333333,37.36666667,48.76666667,13.86666667,,29.33333333
,,,2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,7.35,7.8,13.2,64.5,22.3,,
,,,16,51,21,31.01963639,49.9767522,6.532008668,32.81296548,6.833333333,31,18.76666667,43.9,37.33333333,,
,,,92,41,44,22.34132577,86.10288144,6.698074851,200.9355362,18.53333333,16.63333333,52.2,26.16666667,21.63333333,,24.1
,,,87,57,42,23.29439401,84.33562628,7.249239252,226.6555374,377.8,95.15,81.1,16.7,2.2,,
,,,62,54,45,24.61477129,86.43680105,8.075413358,263.9642476,5.5,13.9,54.95,31.2,13.85,,15.3
,,,76,34,41,28.34547309,84.16628077,7.189812932,242.8640342,,,3,71.5,23.5,,
,,,80,41,43,21.53928706,85.68511651,7.857327078,261.7173405,,,1.666666667,61.33333333,35.33333333,,
,,,71,36,43,24.67211213,87.53862361,7.285657108,251.0549998,,,26,52,21,,
,,,71,54,39,24.29845664,86.77138464,5.87182985,271.3248604,,,40,32.66666667,26.33333333,,
,,,96,52,41,21.69718567,87.0387905,5.890185993,241.9741949,,,7.333333333,78.66666667,12.66666667,,
